DAY,MONTH,YEAR,TYPE,NUMBER
8,08,2017,Number,25
8,08,2017,Number,26
8,08,2017,Number,40
8,08,2017,Number,41
8,08,2017,Star,4
8,08,2017,Star,5
4,08,2017,Number,29
4,08,2017,Number,30
4,08,2017,Number,36
4,08,2017,Number,40
4,08,2017,Number,41
4,08,2017,Star,2
4,08,2017,Star,9
1,08,2017,Number,14
1,08,2017,Number,21
1,08,2017,Number,24
1,08,2017,Number,29
1,08,2017,Number,30
1,08,2017,Star,8
1,08,2017,Star,10
28,07,2017,Number,5
28,07,2017,Number,9
28,07,2017,Number,29
28,07,2017,Number,31
28,07,2017,Number,41
28,07,2017,Star,2
28,07,2017,Star,4
25,07,2017,Number,12
25,07,2017,Number,14
25,07,2017,Number,43
25,07,2017,Number,44
25,07,2017,Number,48
25,07,2017,Star,2
25,07,2017,Star,11
21,07,2017,Number,1
21,07,2017,Number,8
21,07,2017,Number,9
21,07,2017,Number,26
21,07,2017,Number,49
21,07,2017,Star,5
21,07,2017,Star,9
18,07,2017,Number,1
18,07,2017,Number,25
18,07,2017,Number,27
18,07,2017,Number,41
18,07,2017,Number,45
18,07,2017,Star,5
18,07,2017,Star,7
14,07,2017,Number,11
14,07,2017,Number,14
14,07,2017,Number,20
14,07,2017,Number,21
14,07,2017,Number,47
14,07,2017,Star,7
14,07,2017,Star,10
11,07,2017,Number,14
11,07,2017,Number,22
11,07,2017,Number,26
11,07,2017,Number,42
11,07,2017,Number,50
11,07,2017,Star,8
11,07,2017,Star,10
7,07,2017,Number,11
7,07,2017,Number,20
7,07,2017,Number,35
7,07,2017,Number,37
7,07,2017,Number,45
7,07,2017,Star,3
7,07,2017,Star,6
4,07,2017,Number,10
4,07,2017,Number,22
4,07,2017,Number,25
4,07,2017,Number,37
4,07,2017,Number,49
4,07,2017,Star,5
4,07,2017,Star,8
30,06,2017,Number,17
30,06,2017,Number,35
30,06,2017,Number,39
30,06,2017,Number,47
30,06,2017,Number,50
30,06,2017,Star,6
30,06,2017,Star,8
27,06,2017,Number,9
27,06,2017,Number,17
27,06,2017,Number,21
27,06,2017,Number,28
27,06,2017,Number,45
27,06,2017,Star,1
27,06,2017,Star,3
23,06,2017,Number,3
23,06,2017,Number,4
23,06,2017,Number,21
23,06,2017,Number,31
23,06,2017,Number,38
23,06,2017,Star,3
23,06,2017,Star,7
20,06,2017,Number,11
20,06,2017,Number,18
20,06,2017,Number,26
20,06,2017,Number,43
20,06,2017,Number,44
20,06,2017,Star,8
20,06,2017,Star,10
16,06,2017,Number,15
16,06,2017,Number,17
16,06,2017,Number,38
16,06,2017,Number,41
16,06,2017,Number,42
16,06,2017,Star,9
16,06,2017,Star,12
13,06,2017,Number,3
13,06,2017,Number,12
13,06,2017,Number,22
13,06,2017,Number,27
13,06,2017,Number,49
13,06,2017,Star,4
13,06,2017,Star,11
9,06,2017,Number,9
9,06,2017,Number,20
9,06,2017,Number,27
9,06,2017,Number,39
9,06,2017,Number,43
9,06,2017,Star,10
9,06,2017,Star,11
6,06,2017,Number,20
6,06,2017,Number,22
6,06,2017,Number,25
6,06,2017,Number,37
6,06,2017,Number,40
6,06,2017,Star,3
6,06,2017,Star,7
2,06,2017,Number,8
2,06,2017,Number,10
2,06,2017,Number,24
2,06,2017,Number,33
2,06,2017,Number,42
2,06,2017,Star,3
2,06,2017,Star,9
30,05,2017,Number,7
30,05,2017,Number,12
30,05,2017,Number,27
30,05,2017,Number,38
30,05,2017,Number,48
30,05,2017,Star,6
30,05,2017,Star,9
26,05,2017,Number,5
26,05,2017,Number,7
26,05,2017,Number,26
26,05,2017,Number,36
26,05,2017,Number,39
26,05,2017,Star,2
26,05,2017,Star,10
23,05,2017,Number,8
23,05,2017,Number,15
23,05,2017,Number,25
23,05,2017,Number,27
23,05,2017,Number,42
23,05,2017,Star,1
23,05,2017,Star,4
19,05,2017,Number,9
19,05,2017,Number,11
19,05,2017,Number,12
19,05,2017,Number,19
19,05,2017,Number,30
19,05,2017,Star,4
19,05,2017,Star,9
16,05,2017,Number,8
16,05,2017,Number,11
16,05,2017,Number,15
16,05,2017,Number,20
16,05,2017,Number,30
16,05,2017,Star,3
16,05,2017,Star,8
12,05,2017,Number,2
12,05,2017,Number,20
12,05,2017,Number,28
12,05,2017,Number,29
12,05,2017,Number,44
12,05,2017,Star,3
12,05,2017,Star,9
9,05,2017,Number,8
9,05,2017,Number,12
9,05,2017,Number,16
9,05,2017,Number,22
9,05,2017,Number,26
9,05,2017,Star,6
9,05,2017,Star,7
5,05,2017,Number,3
5,05,2017,Number,7
5,05,2017,Number,30
5,05,2017,Number,35
5,05,2017,Number,43
5,05,2017,Star,1
5,05,2017,Star,3
2,05,2017,Number,6
2,05,2017,Number,19
2,05,2017,Number,23
2,05,2017,Number,25
2,05,2017,Number,27
2,05,2017,Star,11
2,05,2017,Star,12
28,04,2017,Number,14
28,04,2017,Number,20
28,04,2017,Number,25
28,04,2017,Number,30
28,04,2017,Number,39
28,04,2017,Star,2
28,04,2017,Star,8
25,04,2017,Number,9
25,04,2017,Number,11
25,04,2017,Number,19
25,04,2017,Number,32
25,04,2017,Number,43
25,04,2017,Star,3
25,04,2017,Star,9
21,04,2017,Number,2
21,04,2017,Number,13
21,04,2017,Number,16
21,04,2017,Number,22
21,04,2017,Number,49
21,04,2017,Star,4
21,04,2017,Star,5
18,04,2017,Number,17
18,04,2017,Number,22
18,04,2017,Number,31
18,04,2017,Number,38
18,04,2017,Number,45
18,04,2017,Star,5
18,04,2017,Star,12
14,04,2017,Number,4
14,04,2017,Number,14
14,04,2017,Number,20
14,04,2017,Number,23
14,04,2017,Number,33
14,04,2017,Star,6
14,04,2017,Star,10
11,04,2017,Number,5
11,04,2017,Number,21
11,04,2017,Number,22
11,04,2017,Number,31
11,04,2017,Number,49
11,04,2017,Star,2
11,04,2017,Star,8
7,04,2017,Number,2
7,04,2017,Number,10
7,04,2017,Number,19
7,04,2017,Number,35
7,04,2017,Number,50
7,04,2017,Star,6
7,04,2017,Star,7
4,04,2017,Number,1
4,04,2017,Number,9
4,04,2017,Number,24
4,04,2017,Number,33
4,04,2017,Number,34
4,04,2017,Star,2
4,04,2017,Star,6
31,03,2017,Number,17
31,03,2017,Number,24
31,03,2017,Number,26
31,03,2017,Number,28
31,03,2017,Number,45
31,03,2017,Star,4
31,03,2017,Star,12
28,03,2017,Number,9
28,03,2017,Number,13
28,03,2017,Number,31
28,03,2017,Number,33
28,03,2017,Number,46
28,03,2017,Star,6
28,03,2017,Star,10
24,03,2017,Number,2
24,03,2017,Number,17
24,03,2017,Number,21
24,03,2017,Number,27
24,03,2017,Number,34
24,03,2017,Star,5
24,03,2017,Star,9
21,03,2017,Number,1
21,03,2017,Number,20
21,03,2017,Number,23
21,03,2017,Number,44
21,03,2017,Number,47
21,03,2017,Star,4
21,03,2017,Star,11
17,03,2017,Number,6
17,03,2017,Number,10
17,03,2017,Number,19
17,03,2017,Number,29
17,03,2017,Number,36
17,03,2017,Star,3
17,03,2017,Star,9
14,03,2017,Number,3
14,03,2017,Number,5
14,03,2017,Number,21
14,03,2017,Number,36
14,03,2017,Number,44
14,03,2017,Star,3
14,03,2017,Star,6
10,03,2017,Number,31
10,03,2017,Number,36
10,03,2017,Number,38
10,03,2017,Number,47
10,03,2017,Number,49
10,03,2017,Star,8
10,03,2017,Star,11
7,03,2017,Number,6
7,03,2017,Number,37
7,03,2017,Number,41
7,03,2017,Number,48
7,03,2017,Number,50
7,03,2017,Star,4
7,03,2017,Star,5
3,03,2017,Number,2
3,03,2017,Number,11
3,03,2017,Number,29
3,03,2017,Number,30
3,03,2017,Number,47
3,03,2017,Star,1
3,03,2017,Star,12
28,02,2017,Number,10
28,02,2017,Number,20
28,02,2017,Number,31
28,02,2017,Number,35
28,02,2017,Number,42
28,02,2017,Star,2
28,02,2017,Star,12
24,02,2017,Number,2
24,02,2017,Number,4
24,02,2017,Number,13
24,02,2017,Number,22
24,02,2017,Number,43
24,02,2017,Star,8
24,02,2017,Star,9
21,02,2017,Number,13
21,02,2017,Number,19
21,02,2017,Number,41
21,02,2017,Number,45
21,02,2017,Number,49
21,02,2017,Star,3
21,02,2017,Star,4
17,02,2017,Number,19
17,02,2017,Number,25
17,02,2017,Number,33
17,02,2017,Number,36
17,02,2017,Number,48
17,02,2017,Star,2
17,02,2017,Star,9
14,02,2017,Number,2
14,02,2017,Number,10
14,02,2017,Number,24
14,02,2017,Number,40
14,02,2017,Number,44
14,02,2017,Star,3
14,02,2017,Star,10
10,02,2017,Number,7
10,02,2017,Number,21
10,02,2017,Number,26
10,02,2017,Number,35
10,02,2017,Number,43
10,02,2017,Star,2
10,02,2017,Star,9
7,02,2017,Number,4
7,02,2017,Number,10
7,02,2017,Number,31
7,02,2017,Number,38
7,02,2017,Number,44
7,02,2017,Star,8
7,02,2017,Star,10
3,02,2017,Number,3
3,02,2017,Number,4
3,02,2017,Number,15
3,02,2017,Number,46
3,02,2017,Number,50
3,02,2017,Star,5
3,02,2017,Star,9
31,01,2017,Number,3
31,01,2017,Number,4
31,01,2017,Number,17
31,01,2017,Number,23
31,01,2017,Number,44
31,01,2017,Star,6
31,01,2017,Star,9
27,01,2017,Number,17
27,01,2017,Number,20
27,01,2017,Number,28
27,01,2017,Number,45
27,01,2017,Number,48
27,01,2017,Star,5
27,01,2017,Star,9
24,01,2017,Number,1
24,01,2017,Number,5
24,01,2017,Number,7
24,01,2017,Number,17
24,01,2017,Number,23
24,01,2017,Star,3
24,01,2017,Star,8
20,01,2017,Number,10
20,01,2017,Number,17
20,01,2017,Number,27
20,01,2017,Number,31
20,01,2017,Number,49
20,01,2017,Star,3
20,01,2017,Star,5
17,01,2017,Number,4
17,01,2017,Number,16
17,01,2017,Number,25
17,01,2017,Number,43
17,01,2017,Number,47
17,01,2017,Star,2
17,01,2017,Star,10
13,01,2017,Number,3
13,01,2017,Number,7
13,01,2017,Number,16
13,01,2017,Number,26
13,01,2017,Number,50
13,01,2017,Star,4
13,01,2017,Star,7
10,01,2017,Number,2
10,01,2017,Number,11
10,01,2017,Number,29
10,01,2017,Number,35
10,01,2017,Number,44
10,01,2017,Star,4
10,01,2017,Star,9
6,01,2017,Number,10
6,01,2017,Number,14
6,01,2017,Number,18
6,01,2017,Number,21
6,01,2017,Number,49
6,01,2017,Star,9
6,01,2017,Star,11
3,01,2017,Number,19
3,01,2017,Number,23
3,01,2017,Number,27
3,01,2017,Number,34
3,01,2017,Number,49
3,01,2017,Star,1
3,01,2017,Star,11
30,12,2016,Number,8
30,12,2016,Number,10
30,12,2016,Number,22
30,12,2016,Number,29
30,12,2016,Number,47
30,12,2016,Star,1
30,12,2016,Star,3
27,12,2016,Number,3
27,12,2016,Number,22
27,12,2016,Number,25
27,12,2016,Number,32
27,12,2016,Number,39
27,12,2016,Star,7
27,12,2016,Star,12
23,12,2016,Number,4
23,12,2016,Number,16
23,12,2016,Number,20
23,12,2016,Number,39
23,12,2016,Number,46
23,12,2016,Star,2
23,12,2016,Star,5
20,12,2016,Number,13
20,12,2016,Number,15
20,12,2016,Number,17
20,12,2016,Number,21
20,12,2016,Number,27
20,12,2016,Star,2
20,12,2016,Star,3
16,12,2016,Number,6
16,12,2016,Number,10
16,12,2016,Number,30
16,12,2016,Number,41
16,12,2016,Number,45
16,12,2016,Star,4
16,12,2016,Star,11
13,12,2016,Number,14
13,12,2016,Number,28
13,12,2016,Number,29
13,12,2016,Number,48
13,12,2016,Number,50
13,12,2016,Star,2
13,12,2016,Star,8
9,12,2016,Number,6
9,12,2016,Number,12
9,12,2016,Number,28
9,12,2016,Number,37
9,12,2016,Number,40
9,12,2016,Star,1
9,12,2016,Star,5
6,12,2016,Number,1
6,12,2016,Number,7
6,12,2016,Number,11
6,12,2016,Number,27
6,12,2016,Number,45
6,12,2016,Star,4
6,12,2016,Star,9
2,12,2016,Number,6
2,12,2016,Number,11
2,12,2016,Number,23
2,12,2016,Number,31
2,12,2016,Number,32
2,12,2016,Star,2
2,12,2016,Star,12
29,11,2016,Number,21
29,11,2016,Number,26
29,11,2016,Number,27
29,11,2016,Number,28
29,11,2016,Number,38
29,11,2016,Star,9
29,11,2016,Star,11
25,11,2016,Number,5
25,11,2016,Number,11
25,11,2016,Number,17
25,11,2016,Number,23
25,11,2016,Number,28
25,11,2016,Star,10
25,11,2016,Star,11
22,11,2016,Number,5
22,11,2016,Number,10
22,11,2016,Number,33
22,11,2016,Number,34
22,11,2016,Number,47
22,11,2016,Star,2
22,11,2016,Star,10
18,11,2016,Number,3
18,11,2016,Number,12
18,11,2016,Number,27
18,11,2016,Number,32
18,11,2016,Number,47
18,11,2016,Star,6
18,11,2016,Star,8
15,11,2016,Number,7
15,11,2016,Number,15
15,11,2016,Number,36
15,11,2016,Number,42
15,11,2016,Number,48
15,11,2016,Star,3
15,11,2016,Star,7
11,11,2016,Number,3
11,11,2016,Number,22
11,11,2016,Number,23
11,11,2016,Number,38
11,11,2016,Number,49
11,11,2016,Star,2
11,11,2016,Star,9
8,11,2016,Number,5
8,11,2016,Number,9
8,11,2016,Number,47
8,11,2016,Number,49
8,11,2016,Number,50
8,11,2016,Star,8
8,11,2016,Star,9
4,11,2016,Number,7
4,11,2016,Number,11
4,11,2016,Number,12
4,11,2016,Number,44
4,11,2016,Number,48
4,11,2016,Star,3
4,11,2016,Star,7
1,11,2016,Number,6
1,11,2016,Number,10
1,11,2016,Number,20
1,11,2016,Number,29
1,11,2016,Number,37
1,11,2016,Star,1
1,11,2016,Star,9
28,10,2016,Number,10
28,10,2016,Number,16
28,10,2016,Number,19
28,10,2016,Number,23
28,10,2016,Number,43
28,10,2016,Star,2
28,10,2016,Star,8
25,10,2016,Number,3
25,10,2016,Number,15
25,10,2016,Number,20
25,10,2016,Number,21
25,10,2016,Number,28
25,10,2016,Star,1
25,10,2016,Star,5
21,10,2016,Number,9
21,10,2016,Number,20
21,10,2016,Number,23
21,10,2016,Number,44
21,10,2016,Number,48
21,10,2016,Star,8
21,10,2016,Star,10
18,10,2016,Number,2
18,10,2016,Number,17
18,10,2016,Number,21
18,10,2016,Number,25
18,10,2016,Number,27
18,10,2016,Star,6
18,10,2016,Star,9
14,10,2016,Number,7
14,10,2016,Number,13
14,10,2016,Number,19
14,10,2016,Number,31
14,10,2016,Number,34
14,10,2016,Star,1
14,10,2016,Star,11
11,10,2016,Number,5
11,10,2016,Number,12
11,10,2016,Number,20
11,10,2016,Number,24
11,10,2016,Number,37
11,10,2016,Star,4
11,10,2016,Star,11
7,10,2016,Number,2
7,10,2016,Number,12
7,10,2016,Number,20
7,10,2016,Number,27
7,10,2016,Number,30
7,10,2016,Star,9
7,10,2016,Star,11
4,10,2016,Number,4
4,10,2016,Number,7
4,10,2016,Number,14
4,10,2016,Number,34
4,10,2016,Number,38
4,10,2016,Star,4
4,10,2016,Star,11
30,09,2016,Number,17
30,09,2016,Number,35
30,09,2016,Number,37
30,09,2016,Number,43
30,09,2016,Number,44
30,09,2016,Star,2
30,09,2016,Star,10
27,09,2016,Number,6
27,09,2016,Number,9
27,09,2016,Number,13
27,09,2016,Number,39
27,09,2016,Number,41
27,09,2016,Star,2
27,09,2016,Star,12
23,09,2016,Number,14
23,09,2016,Number,16
23,09,2016,Number,39
23,09,2016,Number,42
23,09,2016,Number,49
23,09,2016,Star,3
23,09,2016,Star,9
20,09,2016,Number,1
20,09,2016,Number,4
20,09,2016,Number,10
20,09,2016,Number,41
20,09,2016,Number,45
20,09,2016,Star,6
20,09,2016,Star,9
16,09,2016,Number,5
16,09,2016,Number,8
16,09,2016,Number,14
16,09,2016,Number,22
16,09,2016,Number,32
16,09,2016,Star,2
16,09,2016,Star,11
13,09,2016,Number,4
13,09,2016,Number,7
13,09,2016,Number,16
13,09,2016,Number,35
13,09,2016,Number,44
13,09,2016,Star,1
13,09,2016,Star,3
9,09,2016,Number,4
9,09,2016,Number,11
9,09,2016,Number,15
9,09,2016,Number,17
9,09,2016,Number,28
9,09,2016,Star,1
9,09,2016,Star,3
6,09,2016,Number,12
6,09,2016,Number,24
6,09,2016,Number,30
6,09,2016,Number,34
6,09,2016,Number,45
6,09,2016,Star,7
6,09,2016,Star,10
2,09,2016,Number,8
2,09,2016,Number,16
2,09,2016,Number,32
2,09,2016,Number,40
2,09,2016,Number,50
2,09,2016,Star,2
2,09,2016,Star,11
30,08,2016,Number,13
30,08,2016,Number,16
30,08,2016,Number,29
30,08,2016,Number,35
30,08,2016,Number,42
30,08,2016,Star,6
30,08,2016,Star,8
26,08,2016,Number,1
26,08,2016,Number,9
26,08,2016,Number,28
26,08,2016,Number,30
26,08,2016,Number,48
26,08,2016,Star,7
26,08,2016,Star,8
23,08,2016,Number,2
23,08,2016,Number,23
23,08,2016,Number,31
23,08,2016,Number,37
23,08,2016,Number,45
23,08,2016,Star,4
23,08,2016,Star,8
19,08,2016,Number,5
19,08,2016,Number,6
19,08,2016,Number,22
19,08,2016,Number,25
19,08,2016,Number,34
19,08,2016,Star,5
19,08,2016,Star,7
16,08,2016,Number,2
16,08,2016,Number,26
16,08,2016,Number,34
16,08,2016,Number,37
16,08,2016,Number,46
16,08,2016,Star,4
16,08,2016,Star,8
12,08,2016,Number,2
12,08,2016,Number,15
12,08,2016,Number,28
12,08,2016,Number,36
12,08,2016,Number,50
12,08,2016,Star,2
12,08,2016,Star,11
9,08,2016,Number,12
9,08,2016,Number,19
9,08,2016,Number,43
9,08,2016,Number,44
9,08,2016,Number,45
9,08,2016,Star,5
9,08,2016,Star,10
5,08,2016,Number,16
5,08,2016,Number,19
5,08,2016,Number,24
5,08,2016,Number,35
5,08,2016,Number,37
5,08,2016,Star,2
5,08,2016,Star,7
2,08,2016,Number,2
2,08,2016,Number,8
2,08,2016,Number,27
2,08,2016,Number,38
2,08,2016,Number,46
2,08,2016,Star,2
2,08,2016,Star,6
29,07,2016,Number,1
29,07,2016,Number,21
29,07,2016,Number,26
29,07,2016,Number,40
29,07,2016,Number,50
29,07,2016,Star,2
29,07,2016,Star,4
26,07,2016,Number,3
26,07,2016,Number,10
26,07,2016,Number,13
26,07,2016,Number,45
26,07,2016,Number,49
26,07,2016,Star,2
26,07,2016,Star,11
22,07,2016,Number,7
22,07,2016,Number,24
22,07,2016,Number,26
22,07,2016,Number,37
22,07,2016,Number,45
22,07,2016,Star,5
22,07,2016,Star,9
19,07,2016,Number,19
19,07,2016,Number,24
19,07,2016,Number,28
19,07,2016,Number,36
19,07,2016,Number,37
19,07,2016,Star,3
19,07,2016,Star,6
15,07,2016,Number,2
15,07,2016,Number,11
15,07,2016,Number,13
15,07,2016,Number,14
15,07,2016,Number,21
15,07,2016,Star,1
15,07,2016,Star,8
12,07,2016,Number,3
12,07,2016,Number,7
12,07,2016,Number,26
12,07,2016,Number,33
12,07,2016,Number,41
12,07,2016,Star,2
12,07,2016,Star,10
8,07,2016,Number,8
8,07,2016,Number,12
8,07,2016,Number,18
8,07,2016,Number,33
8,07,2016,Number,44
8,07,2016,Star,4
8,07,2016,Star,8
5,07,2016,Number,1
5,07,2016,Number,10
5,07,2016,Number,29
5,07,2016,Number,38
5,07,2016,Number,48
5,07,2016,Star,3
5,07,2016,Star,4
1,07,2016,Number,2
1,07,2016,Number,11
1,07,2016,Number,13
1,07,2016,Number,40
1,07,2016,Number,50
1,07,2016,Star,1
1,07,2016,Star,10
28,06,2016,Number,26
28,06,2016,Number,32
28,06,2016,Number,37
28,06,2016,Number,43
28,06,2016,Number,49
28,06,2016,Star,4
28,06,2016,Star,5
24,06,2016,Number,11
24,06,2016,Number,19
24,06,2016,Number,27
24,06,2016,Number,28
24,06,2016,Number,39
24,06,2016,Star,3
24,06,2016,Star,10
21,06,2016,Number,5
21,06,2016,Number,17
21,06,2016,Number,32
21,06,2016,Number,35
21,06,2016,Number,49
21,06,2016,Star,1
21,06,2016,Star,5
17,06,2016,Number,1
17,06,2016,Number,7
17,06,2016,Number,18
17,06,2016,Number,27
17,06,2016,Number,43
17,06,2016,Star,4
17,06,2016,Star,8
14,06,2016,Number,13
14,06,2016,Number,34
14,06,2016,Number,39
14,06,2016,Number,42
14,06,2016,Number,50
14,06,2016,Star,9
14,06,2016,Star,11
10,06,2016,Number,14
10,06,2016,Number,21
10,06,2016,Number,35
10,06,2016,Number,42
10,06,2016,Number,43
10,06,2016,Star,7
10,06,2016,Star,9
7,06,2016,Number,19
7,06,2016,Number,26
7,06,2016,Number,35
7,06,2016,Number,45
7,06,2016,Number,49
7,06,2016,Star,2
7,06,2016,Star,5
3,06,2016,Number,7
3,06,2016,Number,23
3,06,2016,Number,31
3,06,2016,Number,33
3,06,2016,Number,39
3,06,2016,Star,6
3,06,2016,Star,10
31,05,2016,Number,6
31,05,2016,Number,12
31,05,2016,Number,26
31,05,2016,Number,30
31,05,2016,Number,48
31,05,2016,Star,6
31,05,2016,Star,7
27,05,2016,Number,13
27,05,2016,Number,25
27,05,2016,Number,27
27,05,2016,Number,43
27,05,2016,Number,46
27,05,2016,Star,4
27,05,2016,Star,8
24,05,2016,Number,16
24,05,2016,Number,17
24,05,2016,Number,23
24,05,2016,Number,34
24,05,2016,Number,37
24,05,2016,Star,6
24,05,2016,Star,9
20,05,2016,Number,9
20,05,2016,Number,14
20,05,2016,Number,30
20,05,2016,Number,41
20,05,2016,Number,45
20,05,2016,Star,4
20,05,2016,Star,9
17,05,2016,Number,15
17,05,2016,Number,27
17,05,2016,Number,32
17,05,2016,Number,36
17,05,2016,Number,39
17,05,2016,Star,3
17,05,2016,Star,10
13,05,2016,Number,7
13,05,2016,Number,15
13,05,2016,Number,28
13,05,2016,Number,31
13,05,2016,Number,42
13,05,2016,Star,10
13,05,2016,Star,11
10,05,2016,Number,2
10,05,2016,Number,26
10,05,2016,Number,27
10,05,2016,Number,40
10,05,2016,Number,49
10,05,2016,Star,5
10,05,2016,Star,10
6,05,2016,Number,32
6,05,2016,Number,34
6,05,2016,Number,40
6,05,2016,Number,45
6,05,2016,Number,48
6,05,2016,Star,1
6,05,2016,Star,10
3,05,2016,Number,8
3,05,2016,Number,23
3,05,2016,Number,24
3,05,2016,Number,34
3,05,2016,Number,38
3,05,2016,Star,3
3,05,2016,Star,7
29,04,2016,Number,4
29,04,2016,Number,5
29,04,2016,Number,25
29,04,2016,Number,28
29,04,2016,Number,43
29,04,2016,Star,6
29,04,2016,Star,11
26,04,2016,Number,10
26,04,2016,Number,17
26,04,2016,Number,31
26,04,2016,Number,32
26,04,2016,Number,42
26,04,2016,Star,2
26,04,2016,Star,5
22,04,2016,Number,17
22,04,2016,Number,26
22,04,2016,Number,32
22,04,2016,Number,34
22,04,2016,Number,43
22,04,2016,Star,2
22,04,2016,Star,10
19,04,2016,Number,11
19,04,2016,Number,14
19,04,2016,Number,15
19,04,2016,Number,27
19,04,2016,Number,44
19,04,2016,Star,2
19,04,2016,Star,7
15,04,2016,Number,13
15,04,2016,Number,14
15,04,2016,Number,32
15,04,2016,Number,37
15,04,2016,Number,48
15,04,2016,Star,1
15,04,2016,Star,7
12,04,2016,Number,1
12,04,2016,Number,5
12,04,2016,Number,9
12,04,2016,Number,22
12,04,2016,Number,38
12,04,2016,Star,2
12,04,2016,Star,10
8,04,2016,Number,6
8,04,2016,Number,8
8,04,2016,Number,26
8,04,2016,Number,43
8,04,2016,Number,49
8,04,2016,Star,6
8,04,2016,Star,10
5,04,2016,Number,3
5,04,2016,Number,5
5,04,2016,Number,9
5,04,2016,Number,19
5,04,2016,Number,40
5,04,2016,Star,2
5,04,2016,Star,5
1,04,2016,Number,2
1,04,2016,Number,16
1,04,2016,Number,23
1,04,2016,Number,25
1,04,2016,Number,49
1,04,2016,Star,6
1,04,2016,Star,9
29,03,2016,Number,1
29,03,2016,Number,4
29,03,2016,Number,19
29,03,2016,Number,25
29,03,2016,Number,36
29,03,2016,Star,3
29,03,2016,Star,11
25,03,2016,Number,12
25,03,2016,Number,19
25,03,2016,Number,36
25,03,2016,Number,42
25,03,2016,Number,43
25,03,2016,Star,5
25,03,2016,Star,8
22,03,2016,Number,12
22,03,2016,Number,15
22,03,2016,Number,26
22,03,2016,Number,42
22,03,2016,Number,49
22,03,2016,Star,5
22,03,2016,Star,8
18,03,2016,Number,14
18,03,2016,Number,19
18,03,2016,Number,21
18,03,2016,Number,24
18,03,2016,Number,49
18,03,2016,Star,5
18,03,2016,Star,11
15,03,2016,Number,5
15,03,2016,Number,7
15,03,2016,Number,10
15,03,2016,Number,34
15,03,2016,Number,44
15,03,2016,Star,2
15,03,2016,Star,10
11,03,2016,Number,1
11,03,2016,Number,21
11,03,2016,Number,26
11,03,2016,Number,40
11,03,2016,Number,43
11,03,2016,Star,6
11,03,2016,Star,9
8,03,2016,Number,1
8,03,2016,Number,8
8,03,2016,Number,9
8,03,2016,Number,14
8,03,2016,Number,23
8,03,2016,Star,1
8,03,2016,Star,7
4,03,2016,Number,9
4,03,2016,Number,14
4,03,2016,Number,16
4,03,2016,Number,23
4,03,2016,Number,40
4,03,2016,Star,1
4,03,2016,Star,5
1,03,2016,Number,4
1,03,2016,Number,7
1,03,2016,Number,13
1,03,2016,Number,28
1,03,2016,Number,37
1,03,2016,Star,10
1,03,2016,Star,11
26,02,2016,Number,5
26,02,2016,Number,13
26,02,2016,Number,15
26,02,2016,Number,33
26,02,2016,Number,50
26,02,2016,Star,9
26,02,2016,Star,11
23,02,2016,Number,23
23,02,2016,Number,25
23,02,2016,Number,32
23,02,2016,Number,37
23,02,2016,Number,42
23,02,2016,Star,1
23,02,2016,Star,11
19,02,2016,Number,13
19,02,2016,Number,14
19,02,2016,Number,30
19,02,2016,Number,32
19,02,2016,Number,39
19,02,2016,Star,3
19,02,2016,Star,9
16,02,2016,Number,3
16,02,2016,Number,10
16,02,2016,Number,22
16,02,2016,Number,37
16,02,2016,Number,50
16,02,2016,Star,6
16,02,2016,Star,10
12,02,2016,Number,3
12,02,2016,Number,20
12,02,2016,Number,28
12,02,2016,Number,31
12,02,2016,Number,49
12,02,2016,Star,2
12,02,2016,Star,5
9,02,2016,Number,6
9,02,2016,Number,9
9,02,2016,Number,13
9,02,2016,Number,28
9,02,2016,Number,37
9,02,2016,Star,4
9,02,2016,Star,5
5,02,2016,Number,3
5,02,2016,Number,27
5,02,2016,Number,32
5,02,2016,Number,41
5,02,2016,Number,46
5,02,2016,Star,4
5,02,2016,Star,8
2,02,2016,Number,6
2,02,2016,Number,9
2,02,2016,Number,10
2,02,2016,Number,21
2,02,2016,Number,36
2,02,2016,Star,2
2,02,2016,Star,6
29,01,2016,Number,1
29,01,2016,Number,5
29,01,2016,Number,23
29,01,2016,Number,29
29,01,2016,Number,32
29,01,2016,Star,1
29,01,2016,Star,7
26,01,2016,Number,15
26,01,2016,Number,24
26,01,2016,Number,38
26,01,2016,Number,40
26,01,2016,Number,48
26,01,2016,Star,2
26,01,2016,Star,9
22,01,2016,Number,10
22,01,2016,Number,12
22,01,2016,Number,27
22,01,2016,Number,30
22,01,2016,Number,47
22,01,2016,Star,8
22,01,2016,Star,9
19,01,2016,Number,2
19,01,2016,Number,30
19,01,2016,Number,38
19,01,2016,Number,43
19,01,2016,Number,46
19,01,2016,Star,2
19,01,2016,Star,7
15,01,2016,Number,10
15,01,2016,Number,19
15,01,2016,Number,38
15,01,2016,Number,43
15,01,2016,Number,46
15,01,2016,Star,1
15,01,2016,Star,11
12,01,2016,Number,1
12,01,2016,Number,2
12,01,2016,Number,10
12,01,2016,Number,30
12,01,2016,Number,44
12,01,2016,Star,1
12,01,2016,Star,8
8,01,2016,Number,5
8,01,2016,Number,26
8,01,2016,Number,33
8,01,2016,Number,35
8,01,2016,Number,40
8,01,2016,Star,3
8,01,2016,Star,8
5,01,2016,Number,6
5,01,2016,Number,10
5,01,2016,Number,31
